Date,City,Value
2016-01-01,Gampaha,862
2016-02-01,Gampaha,615
2016-03-01,Gampaha,260
2016-04-01,Gampaha,276
2016-05-01,Gampaha,221
2016-06-01,Gampaha,555
2016-07-01,Gampaha,1625
2016-08-01,Gampaha,687
2016-09-01,Gampaha,526
2016-10-01,Gampaha,219
2016-11-01,Gampaha,220
2016-12-01,Gampaha,1107
2016-01-01,Kalutara,321
2016-02-01,Kalutara,294
2016-03-01,Kalutara,197
2016-04-01,Kalutara,312
2016-05-01,Kalutara,249
2016-06-01,Kalutara,343
2016-07-01,Kalutara,683
2016-08-01,Kalutara,293
2016-09-01,Kalutara,195
2016-10-01,Kalutara,106
2016-11-01,Kalutara,121
2016-12-01,Kalutara,388
2016-01-01,Kandy,335
2016-02-01,Kandy,207
2016-03-01,Kandy,93
2016-04-01,Kandy,109
2016-05-01,Kandy,154
2016-06-01,Kandy,504
2016-07-01,Kandy,1226
2016-08-01,Kandy,510
2016-09-01,Kandy,347
2016-10-01,Kandy,165
2016-11-01,Kandy,112
2016-12-01,Kandy,301
2016-01-01,Matale,51
2016-02-01,Matale,42
2016-03-01,Matale,33
2016-04-01,Matale,21
2016-05-01,Matale,29
2016-06-01,Matale,89
2016-07-01,Matale,348
2016-08-01,Matale,133
2016-09-01,Matale,135
2016-10-01,Matale,78
2016-11-01,Matale,66
2016-12-01,Matale,123
2016-01-01,N eliya,44
2016-02-01,N eliya,22
2016-03-01,N eliya,20
2016-04-01,N eliya,31
2016-05-01,N eliya,18
2016-06-01,N eliya,38
2016-07-01,N eliya,111
2016-08-01,N eliya,51
2016-09-01,N eliya,25
2016-10-01,N eliya,18
2016-11-01,N eliya,12
2016-12-01,N eliya,31
2016-01-01,Galle,276
2016-02-01,Galle,135
2016-03-01,Galle,110
2016-04-01,Galle,120
2016-05-01,Galle,118
2016-06-01,Galle,121
2016-07-01,Galle,467
2016-08-01,Galle,253
2016-09-01,Galle,288
2016-10-01,Galle,236
2016-11-01,Galle,281
2016-12-01,Galle,681
2016-01-01,Hambantota,97
2016-02-01,Hambantota,79
2016-03-01,Hambantota,47
2016-04-01,Hambantota,43
2016-05-01,Hambantota,42
2016-06-01,Hambantota,82
2016-07-01,Hambantota,176
2016-08-01,Hambantota,47
2016-09-01,Hambantota,57
2016-10-01,Hambantota,30
2016-11-01,Hambantota,47
2016-12-01,Hambantota,153
2016-01-01,Matara,139
2016-02-01,Matara,92
2016-03-01,Matara,43
2016-04-01,Matara,56
2016-05-01,Matara,35
2016-06-01,Matara,119
2016-07-01,Matara,282
2016-08-01,Matara,144
2016-09-01,Matara,115
2016-10-01,Matara,82
2016-11-01,Matara,86
2016-12-01,Matara,191
2016-01-01,Jaffna,687
2016-02-01,Jaffna,238
2016-03-01,Jaffna,150
2016-04-01,Jaffna,93
2016-05-01,Jaffna,58
2016-06-01,Jaffna,80
2016-07-01,Jaffna,226
2016-08-01,Jaffna,148
2016-09-01,Jaffna,121
2016-10-01,Jaffna,91
2016-11-01,Jaffna,135
2016-12-01,Jaffna,441
2016-01-01,Killinochchi,15
2016-02-01,Killinochchi,16
2016-03-01,Killinochchi,5
2016-04-01,Killinochchi,7
2016-05-01,Killinochchi,4
2016-06-01,Killinochchi,4
2016-07-01,Killinochchi,8
2016-08-01,Killinochchi,8
2016-09-01,Killinochchi,3
2016-10-01,Killinochchi,5
2016-11-01,Killinochchi,1
2016-12-01,Killinochchi,10
2016-01-01,Mannar,42
2016-02-01,Mannar,17
2016-03-01,Mannar,3
2016-04-01,Mannar,7
2016-05-01,Mannar,16
2016-06-01,Mannar,10
2016-07-01,Mannar,10
2016-08-01,Mannar,2
2016-09-01,Mannar,12
2016-10-01,Mannar,18
2016-11-01,Mannar,17
2016-12-01,Mannar,78
2016-01-01,Vauniya,69
2016-02-01,Vauniya,22
2016-03-01,Vauniya,19
2016-04-01,Vauniya,26
2016-05-01,Vauniya,13
2016-06-01,Vauniya,7
2016-07-01,Vauniya,30
2016-08-01,Vauniya,12
2016-09-01,Vauniya,20
2016-10-01,Vauniya,12
2016-11-01,Vauniya,5
2016-12-01,Vauniya,33
2016-01-01,Mulative,29
2016-02-01,Mulative,18
2016-03-01,Mulative,19
2016-04-01,Mulative,22
2016-05-01,Mulative,9
2016-06-01,Mulative,18
2016-07-01,Mulative,22
2016-08-01,Mulative,12
2016-09-01,Mulative,7
2016-10-01,Mulative,7
2016-11-01,Mulative,7
2016-12-01,Mulative,12
2016-01-01,Battocolo,124
2016-02-01,Battocolo,65
2016-03-01,Battocolo,34
2016-04-01,Battocolo,31
2016-05-01,Battocolo,20
2016-06-01,Battocolo,43
2016-07-01,Battocolo,69
2016-08-01,Battocolo,38
2016-09-01,Battocolo,31
2016-10-01,Battocolo,13
2016-11-01,Battocolo,18
2016-12-01,Battocolo,126
2016-01-01,Ampara,38
2016-02-01,Ampara,19
2016-03-01,Ampara,18
2016-04-01,Ampara,18
2016-05-01,Ampara,7
2016-06-01,Ampara,22
2016-07-01,Ampara,61
2016-08-01,Ampara,17
2016-09-01,Ampara,20
2016-10-01,Ampara,7
2016-11-01,Ampara,4
2016-12-01,Ampara,29
2016-01-01,Trincomalee,102
2016-02-01,Trincomalee,59
2016-03-01,Trincomalee,42
2016-04-01,Trincomalee,32
2016-05-01,Trincomalee,28
2016-06-01,Trincomalee,25
2016-07-01,Trincomalee,35
2016-08-01,Trincomalee,17
2016-09-01,Trincomalee,14
2016-10-01,Trincomalee,9
2016-11-01,Trincomalee,8
2016-12-01,Trincomalee,132
2016-01-01,Kurunegala,241
2016-02-01,Kurunegala,170
2016-03-01,Kurunegala,105
2016-04-01,Kurunegala,98
2016-05-01,Kurunegala,194
2016-06-01,Kurunegala,361
2016-07-01,Kurunegala,598
2016-08-01,Kurunegala,227
2016-09-01,Kurunegala,125
2016-10-01,Kurunegala,67
2016-11-01,Kurunegala,110
2016-12-01,Kurunegala,260
2016-01-01,Puttalama,206
2016-02-01,Puttalama,160
2016-03-01,Puttalama,63
2016-04-01,Puttalama,74
2016-05-01,Puttalama,53
2016-06-01,Puttalama,87
2016-07-01,Puttalama,144
2016-08-01,Puttalama,89
2016-09-01,Puttalama,47
2016-10-01,Puttalama,17
2016-11-01,Puttalama,26
2016-12-01,Puttalama,80
2016-01-01,Anuradapura,98
2016-02-01,Anuradapura,65
2016-03-01,Anuradapura,33
2016-04-01,Anuradapura,50
2016-05-01,Anuradapura,29
2016-06-01,Anuradapura,40
2016-07-01,Anuradapura,137
2016-08-01,Anuradapura,91
2016-09-01,Anuradapura,70
2016-10-01,Anuradapura,28
2016-11-01,Anuradapura,30
2016-12-01,Anuradapura,60
2016-01-01,Polonnaruwa,60
2016-02-01,Polonnaruwa,48
2016-03-01,Polonnaruwa,24
2016-04-01,Polonnaruwa,33
2016-05-01,Polonnaruwa,20
2016-06-01,Polonnaruwa,31
2016-07-01,Polonnaruwa,110
2016-08-01,Polonnaruwa,38
2016-09-01,Polonnaruwa,27
2016-10-01,Polonnaruwa,22
2016-11-01,Polonnaruwa,23
2016-12-01,Polonnaruwa,43
2016-01-01,Badulla,85
2016-02-01,Badulla,40
2016-03-01,Badulla,55
2016-04-01,Badulla,43
2016-05-01,Badulla,32
2016-06-01,Badulla,107
2016-07-01,Badulla,169
2016-08-01,Badulla,72
2016-09-01,Badulla,127
2016-10-01,Badulla,200
2016-11-01,Badulla,105
2016-12-01,Badulla,150
2016-01-01,Monaragala,58
2016-02-01,Monaragala,32
2016-03-01,Monaragala,23
2016-04-01,Monaragala,31
2016-05-01,Monaragala,18
2016-06-01,Monaragala,24
2016-07-01,Monaragala,70
2016-08-01,Monaragala,59
2016-09-01,Monaragala,46
2016-10-01,Monaragala,18
2016-11-01,Monaragala,29
2016-12-01,Monaragala,67
2016-01-01,Rathnapura,211
2016-02-01,Rathnapura,135
2016-03-01,Rathnapura,169
2016-04-01,Rathnapura,237
2016-05-01,Rathnapura,241
2016-06-01,Rathnapura,395
2016-07-01,Rathnapura,681
2016-08-01,Rathnapura,275
2016-09-01,Rathnapura,196
2016-10-01,Rathnapura,139
2016-11-01,Rathnapura,143
2016-12-01,Rathnapura,308
2016-01-01,Kegalla,198
2016-02-01,Kegalla,153
2016-03-01,Kegalla,66
2016-04-01,Kegalla,90
2016-05-01,Kegalla,100
2016-06-01,Kegalla,149
2016-07-01,Kegalla,210
2016-08-01,Kegalla,153
2016-09-01,Kegalla,104
2016-10-01,Kegalla,82
2016-11-01,Kegalla,60
2016-12-01,Kegalla,148
2016-01-01,Kalminai,122
2016-02-01,Kalminai,127
2016-03-01,Kalminai,49
2016-04-01,Kalminai,30
2016-05-01,Kalminai,21
2016-06-01,Kalminai,18
2016-07-01,Kalminai,26
2016-08-01,Kalminai,19
2016-09-01,Kalminai,32
2016-10-01,Kalminai,57
2016-11-01,Kalminai,131
2016-12-01,Kalminai,348
2017-01-01,Colombo,2734
2017-02-01,Colombo,1900
2017-03-01,Colombo,2467
2017-04-01,Colombo,2570
2017-05-01,Colombo,3333
2017-06-01,Colombo,5372
2017-07-01,Colombo,7471
2017-08-01,Colombo,3620
2017-09-01,Colombo,1251
2017-10-01,Colombo,823
2017-11-01,Colombo,1131
2017-12-01,Colombo,1602
2017-01-01,Gampaha,1635
2017-02-01,Gampaha,1087
2017-03-01,Gampaha,1870
2017-04-01,Gampaha,2072
2017-05-01,Gampaha,3168
2017-06-01,Gampaha,4901
2017-07-01,Gampaha,9039
2017-08-01,Gampaha,3553
2017-09-01,Gampaha,1246
2017-10-01,Gampaha,779
2017-11-01,Gampaha,1078
2017-12-01,Gampaha,1219
2017-01-01,Kalutara,581
2017-02-01,Kalutara,448
2017-03-01,Kalutara,836
2017-04-01,Kalutara,739
2017-05-01,Kalutara,946
2017-06-01,Kalutara,1248
2017-07-01,Kalutara,2612
2017-08-01,Kalutara,1477
2017-09-01,Kalutara,663
2017-10-01,Kalutara,337
2017-11-01,Kalutara,528
2017-12-01,Kalutara,546
2017-01-01,Kandy,252
2017-02-01,Kandy,207
2017-03-01,Kandy,369
2017-04-01,Kandy,443
2017-05-01,Kandy,862
2017-06-01,Kandy,2314
2017-07-01,Kandy,3855
2017-08-01,Kandy,2354
2017-09-01,Kandy,1090
2017-10-01,Kandy,821
2017-11-01,Kandy,884
2017-12-01,Kandy,957
2017-01-01,Matale,129
2017-02-01,Matale,103
2017-03-01,Matale,145
2017-04-01,Matale,120
2017-05-01,Matale,165
2017-06-01,Matale,436
2017-07-01,Matale,766
2017-08-01,Matale,534
2017-09-01,Matale,167
2017-10-01,Matale,177
2017-11-01,Matale,214
2017-12-01,Matale,215
2017-01-01,N eliya,50
2017-02-01,N eliya,32
2017-03-01,N eliya,42
2017-04-01,N eliya,37
2017-05-01,N eliya,57
2017-06-01,N eliya,94
2017-07-01,N eliya,294
2017-08-01,N eliya,159
2017-09-01,N eliya,39
2017-10-01,N eliya,27
2017-11-01,N eliya,22
2017-12-01,N eliya,39
2017-01-01,Galle,872
2017-02-01,Galle,567
2017-03-01,Galle,424
2017-04-01,Galle,265
2017-05-01,Galle,394
2017-06-01,Galle,623
2017-07-01,Galle,1072
2017-08-01,Galle,877
2017-09-01,Galle,369
2017-10-01,Galle,163
2017-11-01,Galle,300
2017-12-01,Galle,339
2017-01-01,Hambantota,301
2017-02-01,Hambantota,225
2017-03-01,Hambantota,339
2017-04-01,Hambantota,333
2017-05-01,Hambantota,272
2017-06-01,Hambantota,384
2017-07-01,Hambantota,529
2017-08-01,Hambantota,359
2017-09-01,Hambantota,237
2017-10-01,Hambantota,174
2017-11-01,Hambantota,244
2017-12-01,Hambantota,181
2017-01-01,Matara,431
2017-02-01,Matara,382
2017-03-01,Matara,337
2017-04-01,Matara,354
2017-05-01,Matara,488
2017-06-01,Matara,581
2017-07-01,Matara,1789
2017-08-01,Matara,1029
2017-09-01,Matara,403
2017-10-01,Matara,174
2017-11-01,Matara,181
2017-12-01,Matara,182
2017-01-01,Jaffna,625
2017-02-01,Jaffna,478
2017-03-01,Jaffna,863
2017-04-01,Jaffna,499
2017-05-01,Jaffna,301
2017-06-01,Jaffna,288
2017-07-01,Jaffna,376
2017-08-01,Jaffna,290
2017-09-01,Jaffna,341
2017-10-01,Jaffna,593
2017-11-01,Jaffna,509
2017-12-01,Jaffna,912
2017-01-01,Killinochchi,55
2017-02-01,Killinochchi,84
2017-03-01,Killinochchi,35
2017-04-01,Killinochchi,46
2017-05-01,Killinochchi,21
2017-06-01,Killinochchi,21
2017-07-01,Killinochchi,90
2017-08-01,Killinochchi,59
2017-09-01,Killinochchi,30
2017-10-01,Killinochchi,17
2017-11-01,Killinochchi,28
2017-12-01,Killinochchi,32
2017-01-01,Mannar,147
2017-02-01,Mannar,91
2017-03-01,Mannar,65
2017-04-01,Mannar,90
2017-05-01,Mannar,60
2017-06-01,Mannar,23
2017-07-01,Mannar,23
2017-08-01,Mannar,5
2017-09-01,Mannar,3
2017-10-01,Mannar,6
2017-11-01,Mannar,8
2017-12-01,Mannar,22
2017-01-01,Vauniya,58
2017-02-01,Vauniya,76
2017-03-01,Vauniya,143
2017-04-01,Vauniya,83
2017-05-01,Vauniya,65
2017-06-01,Vauniya,81
2017-07-01,Vauniya,137
2017-08-01,Vauniya,92
2017-09-01,Vauniya,52
2017-10-01,Vauniya,48
2017-11-01,Vauniya,97
2017-12-01,Vauniya,143
2017-01-01,Mulative,37
2017-02-01,Mulative,32
2017-03-01,Mulative,21
2017-04-01,Mulative,16
2017-05-01,Mulative,27
2017-06-01,Mulative,37
2017-07-01,Mulative,71
2017-08-01,Mulative,50
2017-09-01,Mulative,23
2017-10-01,Mulative,16
2017-11-01,Mulative,24
2017-12-01,Mulative,40
2017-01-01,Battocolo,217
2017-02-01,Battocolo,465
2017-03-01,Battocolo,828
2017-04-01,Battocolo,1182
2017-05-01,Battocolo,869
2017-06-01,Battocolo,465
2017-07-01,Battocolo,273
2017-08-01,Battocolo,197
2017-09-01,Battocolo,143
2017-10-01,Battocolo,140
2017-11-01,Battocolo,271
2017-12-01,Battocolo,556
2017-01-01,Ampara,51
2017-02-01,Ampara,51
2017-03-01,Ampara,59
2017-04-01,Ampara,72
2017-05-01,Ampara,75
2017-06-01,Ampara,105
2017-07-01,Ampara,225
2017-08-01,Ampara,100
2017-09-01,Ampara,62
2017-10-01,Ampara,41
2017-11-01,Ampara,33
2017-12-01,Ampara,60
2017-01-01,Trincomalee,387
2017-02-01,Trincomalee,661
2017-03-01,Trincomalee,2114
2017-04-01,Trincomalee,936
2017-05-01,Trincomalee,158
2017-06-01,Trincomalee,136
2017-07-01,Trincomalee,154
2017-08-01,Trincomalee,99
2017-09-01,Trincomalee,68
2017-10-01,Trincomalee,70
2017-11-01,Trincomalee,105
2017-12-01,Trincomalee,120
2017-01-01,Kurunegala,403
2017-02-01,Kurunegala,381
2017-03-01,Kurunegala,505
2017-04-01,Kurunegala,629
2017-05-01,Kurunegala,1281
2017-06-01,Kurunegala,2030
2017-07-01,Kurunegala,2300
2017-08-01,Kurunegala,1487
2017-09-01,Kurunegala,576
2017-10-01,Kurunegala,368
2017-11-01,Kurunegala,747
2017-12-01,Kurunegala,562
2017-01-01,Puttalama,196
2017-02-01,Puttalama,132
2017-03-01,Puttalama,212
2017-04-01,Puttalama,318
2017-05-01,Puttalama,612
2017-06-01,Puttalama,783
2017-07-01,Puttalama,1304
2017-08-01,Puttalama,1192
2017-09-01,Puttalama,419
2017-10-01,Puttalama,501
2017-11-01,Puttalama,1037
2017-12-01,Puttalama,1135
2017-01-01,Anuradapura,166
2017-02-01,Anuradapura,147
2017-03-01,Anuradapura,255
2017-04-01,Anuradapura,193
2017-05-01,Anuradapura,249
2017-06-01,Anuradapura,378
2017-07-01,Anuradapura,709
2017-08-01,Anuradapura,299
2017-09-01,Anuradapura,96
2017-10-01,Anuradapura,79
2017-11-01,Anuradapura,153
2017-12-01,Anuradapura,191
2017-01-01,Polonnaruwa,54
2017-02-01,Polonnaruwa,64
2017-03-01,Polonnaruwa,98
2017-04-01,Polonnaruwa,172
2017-05-01,Polonnaruwa,160
2017-06-01,Polonnaruwa,190
2017-07-01,Polonnaruwa,320
2017-08-01,Polonnaruwa,104
2017-09-01,Polonnaruwa,54
2017-10-01,Polonnaruwa,56
2017-11-01,Polonnaruwa,65
2017-12-01,Polonnaruwa,73
2017-01-01,Badulla,226
2017-02-01,Badulla,130
2017-03-01,Badulla,139
2017-04-01,Badulla,167
2017-05-01,Badulla,186
2017-06-01,Badulla,400
2017-07-01,Badulla,1220
2017-08-01,Badulla,490
2017-09-01,Badulla,273
2017-10-01,Badulla,159
2017-11-01,Badulla,174
2017-12-01,Badulla,178
2017-01-01,Monaragala,97
2017-02-01,Monaragala,97
2017-03-01,Monaragala,112
2017-04-01,Monaragala,126
2017-05-01,Monaragala,164
2017-06-01,Monaragala,449
2017-07-01,Monaragala,569
2017-08-01,Monaragala,348
2017-09-01,Monaragala,300
2017-10-01,Monaragala,357
2017-11-01,Monaragala,334
2017-12-01,Monaragala,291
2017-01-01,Rathnapura,439
2017-02-01,Rathnapura,360
2017-03-01,Rathnapura,507
2017-04-01,Rathnapura,519
2017-05-01,Rathnapura,1161
2017-06-01,Rathnapura,1908
2017-07-01,Rathnapura,3175
2017-08-01,Rathnapura,1661
2017-09-01,Rathnapura,740
2017-10-01,Rathnapura,265
2017-11-01,Rathnapura,255
2017-12-01,Rathnapura,306
2017-01-01,Kegalla,210
2017-02-01,Kegalla,230
2017-03-01,Kegalla,377
2017-04-01,Kegalla,332
2017-05-01,Kegalla,700
2017-06-01,Kegalla,1945
2017-07-01,Kegalla,2551
2017-08-01,Kegalla,1684
2017-09-01,Kegalla,746
2017-10-01,Kegalla,264
2017-11-01,Kegalla,250
2017-12-01,Kegalla,269
2017-01-01,Kalminai,574
2017-02-01,Kalminai,294
2017-03-01,Kalminai,378
2017-04-01,Kalminai,197
2017-05-01,Kalminai,162
2017-06-01,Kalminai,127
2017-07-01,Kalminai,197
2017-08-01,Kalminai,151
2017-09-01,Kalminai,128
2017-10-01,Kalminai,159
2017-11-01,Kalminai,196
2017-12-01,Kalminai,583
2018-01-01,Colombo,1177
2018-02-01,Colombo,622
2018-03-01,Colombo,475
2018-04-01,Colombo,403
2018-05-01,Colombo,615
2018-06-01,Colombo,1292
2018-07-01,Colombo,1568
2018-08-01,Colombo,1037
2018-09-01,Colombo,387
2018-10-01,Colombo,372
2018-11-01,Colombo,977
2018-12-01,Colombo,1333
2018-01-01,Gampaha,711
2018-02-01,Gampaha,404
2018-03-01,Gampaha,239
2018-04-01,Gampaha,175
2018-05-01,Gampaha,233
2018-06-01,Gampaha,668
2018-07-01,Gampaha,852
2018-08-01,Gampaha,661
2018-09-01,Gampaha,350
2018-10-01,Gampaha,237
2018-11-01,Gampaha,590
2018-12-01,Gampaha,737
2018-01-01,Kalutara,431
2018-02-01,Kalutara,314
2018-03-01,Kalutara,305
2018-04-01,Kalutara,136
2018-05-01,Kalutara,169
2018-06-01,Kalutara,327
2018-07-01,Kalutara,422
2018-08-01,Kalutara,262
2018-09-01,Kalutara,119
2018-10-01,Kalutara,87
2018-11-01,Kalutara,233
2018-12-01,Kalutara,350
2018-01-01,Kandy,481
2018-02-01,Kandy,271
2018-03-01,Kandy,181
2018-04-01,Kandy,140
2018-05-01,Kandy,296
2018-06-01,Kandy,411
2018-07-01,Kandy,494
2018-08-01,Kandy,393
2018-09-01,Kandy,273
2018-10-01,Kandy,193
2018-11-01,Kandy,360
2018-12-01,Kandy,339
2018-01-01,Matale,139
2018-02-01,Matale,69
2018-03-01,Matale,68
2018-04-01,Matale,71
2018-05-01,Matale,117
2018-06-01,Matale,88
2018-07-01,Matale,121
2018-08-01,Matale,81
2018-09-01,Matale,26
2018-10-01,Matale,23
2018-11-01,Matale,43
2018-12-01,Matale,60
2018-01-01,N eliya,23
2018-02-01,N eliya,16
2018-03-01,N eliya,10
2018-04-01,N eliya,15
2018-05-01,N eliya,15
2018-06-01,N eliya,15
2018-07-01,N eliya,37
2018-08-01,N eliya,23
2018-09-01,N eliya,11
2018-10-01,N eliya,13
2018-11-01,N eliya,14
2018-12-01,N eliya,15
2018-01-01,Galle,170
2018-02-01,Galle,127
2018-03-01,Galle,71
2018-04-01,Galle,54
2018-05-01,Galle,54
2018-06-01,Galle,88
2018-07-01,Galle,133
2018-08-01,Galle,62
2018-09-01,Galle,33
2018-10-01,Galle,34
2018-11-01,Galle,66
2018-12-01,Galle,84
2018-01-01,Hambantota,126
2018-02-01,Hambantota,120
2018-03-01,Hambantota,125
2018-04-01,Hambantota,61
2018-05-01,Hambantota,21
2018-06-01,Hambantota,58
2018-07-01,Hambantota,103
2018-08-01,Hambantota,78
2018-09-01,Hambantota,31
2018-10-01,Hambantota,48
2018-11-01,Hambantota,100
2018-12-01,Hambantota,101
2018-01-01,Matara,136
2018-02-01,Matara,120
2018-03-01,Matara,95
2018-04-01,Matara,50
2018-05-01,Matara,41
2018-06-01,Matara,43
2018-07-01,Matara,152
2018-08-01,Matara,159
2018-09-01,Matara,75
2018-10-01,Matara,47
2018-11-01,Matara,89
2018-12-01,Matara,141
2018-01-01,Jaffna,637
2018-02-01,Jaffna,314
2018-03-01,Jaffna,206
2018-04-01,Jaffna,86
2018-05-01,Jaffna,100
2018-06-01,Jaffna,439
2018-07-01,Jaffna,301
2018-08-01,Jaffna,201
2018-09-01,Jaffna,115
2018-10-01,Jaffna,203
2018-11-01,Jaffna,525
2018-12-01,Jaffna,931
2018-01-01,Killinochchi,38
2018-02-01,Killinochchi,30
2018-03-01,Killinochchi,29
2018-04-01,Killinochchi,18
2018-05-01,Killinochchi,20
2018-06-01,Killinochchi,45
2018-07-01,Killinochchi,33
2018-08-01,Killinochchi,27
2018-09-01,Killinochchi,34
2018-10-01,Killinochchi,9
2018-11-01,Killinochchi,32
2018-12-01,Killinochchi,27
2018-01-01,Mannar,12
2018-02-01,Mannar,2
2018-03-01,Mannar,6
2018-04-01,Mannar,5
2018-05-01,Mannar,2
2018-06-01,Mannar,9
2018-07-01,Mannar,111
2018-08-01,Mannar,39
2018-09-01,Mannar,4
2018-10-01,Mannar,6
2018-11-01,Mannar,6
2018-12-01,Mannar,22
2018-01-01,Vauniya,71
2018-02-01,Vauniya,46
2018-03-01,Vauniya,50
2018-04-01,Vauniya,24
2018-05-01,Vauniya,24
2018-06-01,Vauniya,89
2018-07-01,Vauniya,86
2018-08-01,Vauniya,75
2018-09-01,Vauniya,23
2018-10-01,Vauniya,22
2018-11-01,Vauniya,43
2018-12-01,Vauniya,50
2018-01-01,Mulative,10
2018-02-01,Mulative,9
2018-03-01,Mulative,6
2018-04-01,Mulative,4
2018-05-01,Mulative,5
2018-06-01,Mulative,17
2018-07-01,Mulative,17
2018-08-01,Mulative,18
2018-09-01,Mulative,7
2018-10-01,Mulative,8
2018-11-01,Mulative,7
2018-12-01,Mulative,10
2018-01-01,Battocolo,598
2018-02-01,Battocolo,496
2018-03-01,Battocolo,548
2018-04-01,Battocolo,577
2018-05-01,Battocolo,808
2018-06-01,Battocolo,689
2018-07-01,Battocolo,330
2018-08-01,Battocolo,156
2018-09-01,Battocolo,81
2018-10-01,Battocolo,116
2018-11-01,Battocolo,227
2018-12-01,Battocolo,217
2018-01-01,Ampara,24
2018-02-01,Ampara,14
2018-03-01,Ampara,14
2018-04-01,Ampara,8
2018-05-01,Ampara,6
2018-06-01,Ampara,47
2018-07-01,Ampara,60
2018-08-01,Ampara,20
2018-09-01,Ampara,7
2018-10-01,Ampara,8
2018-11-01,Ampara,25
2018-12-01,Ampara,16
2018-01-01,Trincomalee,100
2018-02-01,Trincomalee,91
2018-03-01,Trincomalee,63
2018-04-01,Trincomalee,65
2018-05-01,Trincomalee,119
2018-06-01,Trincomalee,218
2018-07-01,Trincomalee,175
2018-08-01,Trincomalee,75
2018-09-01,Trincomalee,23
2018-10-01,Trincomalee,13
2018-11-01,Trincomalee,97
2018-12-01,Trincomalee,176
2018-01-01,Kurunegala,505
2018-02-01,Kurunegala,309
2018-03-01,Kurunegala,176
2018-04-01,Kurunegala,101
2018-05-01,Kurunegala,120
2018-06-01,Kurunegala,183
2018-07-01,Kurunegala,284
2018-08-01,Kurunegala,210
2018-09-01,Kurunegala,92
2018-10-01,Kurunegala,68
2018-11-01,Kurunegala,220
2018-12-01,Kurunegala,196
2018-01-01,Puttalama,537
2018-02-01,Puttalama,270
2018-03-01,Puttalama,124
2018-04-01,Puttalama,61
2018-05-01,Puttalama,103
2018-06-01,Puttalama,96
2018-07-01,Puttalama,150
2018-08-01,Puttalama,31
2018-09-01,Puttalama,65
2018-10-01,Puttalama,107
2018-11-01,Puttalama,301
2018-12-01,Puttalama,165
2018-01-01,Anuradapura,107
2018-02-01,Anuradapura,122
2018-03-01,Anuradapura,62
2018-04-01,Anuradapura,47
2018-05-01,Anuradapura,76
2018-06-01,Anuradapura,86
2018-07-01,Anuradapura,136
2018-08-01,Anuradapura,68
2018-09-01,Anuradapura,32
2018-10-01,Anuradapura,26
2018-11-01,Anuradapura,63
2018-12-01,Anuradapura,59
2018-01-01,Polonnaruwa,45
2018-02-01,Polonnaruwa,21
2018-03-01,Polonnaruwa,20
2018-04-01,Polonnaruwa,25
2018-05-01,Polonnaruwa,25
2018-06-01,Polonnaruwa,28
2018-07-01,Polonnaruwa,51
2018-08-01,Polonnaruwa,26
2018-09-01,Polonnaruwa,18
2018-10-01,Polonnaruwa,8
2018-11-01,Polonnaruwa,24
2018-12-01,Polonnaruwa,34
2018-01-01,Badulla,76
2018-02-01,Badulla,40
2018-03-01,Badulla,28
2018-04-01,Badulla,32
2018-05-01,Badulla,27
2018-06-01,Badulla,58
2018-07-01,Badulla,74
2018-08-01,Badulla,72
2018-09-01,Badulla,39
2018-10-01,Badulla,39
2018-11-01,Badulla,64
2018-12-01,Badulla,64
2018-01-01,Monaragala,185
2018-02-01,Monaragala,120
2018-03-01,Monaragala,81
2018-04-01,Monaragala,47
2018-05-01,Monaragala,50
2018-06-01,Monaragala,79
2018-07-01,Monaragala,72
2018-08-01,Monaragala,70
2018-09-01,Monaragala,33
2018-10-01,Monaragala,29
2018-11-01,Monaragala,34
2018-12-01,Monaragala,54
2018-01-01,Rathnapura,178
2018-02-01,Rathnapura,199
2018-03-01,Rathnapura,154
2018-04-01,Rathnapura,169
2018-05-01,Rathnapura,259
2018-06-01,Rathnapura,229
2018-07-01,Rathnapura,373
2018-08-01,Rathnapura,207
2018-09-01,Rathnapura,78
2018-10-01,Rathnapura,79
2018-11-01,Rathnapura,163
2018-12-01,Rathnapura,158
2018-01-01,Kegalla,188
2018-02-01,Kegalla,114
2018-03-01,Kegalla,104
2018-04-01,Kegalla,96
2018-05-01,Kegalla,107
2018-06-01,Kegalla,132
2018-07-01,Kegalla,200
2018-08-01,Kegalla,165
2018-09-01,Kegalla,57
2018-10-01,Kegalla,77
2018-11-01,Kegalla,157
2018-12-01,Kegalla,137
2018-01-01,Kalminai,573
2018-02-01,Kalminai,230
2018-03-01,Kalminai,140
2018-04-01,Kalminai,148
2018-05-01,Kalminai,148
2018-06-01,Kalminai,79
2018-07-01,Kalminai,120
2018-08-01,Kalminai,77
2018-09-01,Kalminai,36
2018-10-01,Kalminai,33
2018-11-01,Kalminai,77
2018-12-01,Kalminai,105
2019-01-01,Colombo,1225
2019-02-01,Colombo,792
2019-03-01,Colombo,815
2019-04-01,Colombo,579
2019-05-01,Colombo,866
2019-06-01,Colombo,1126
2019-07-01,Colombo,1857
2019-08-01,Colombo,1903
2019-09-01,Colombo,1462
2019-10-01,Colombo,2593
2019-11-01,Colombo,4217
2019-12-01,Colombo,3283
2019-01-01,Gampaha,724
2019-02-01,Gampaha,466
2019-03-01,Gampaha,511
2019-04-01,Gampaha,429
